name,achievements,genre,mature_content,original_price,totalComments,posProp,free,discount,multi_player,trading_cards,online,controller,cloud,totalLan,English,Chinese,Russian,Spanish,Portuguese,German,review
Zombie Bloxx,15,Action,False,4.99,12,10,False,Zero,False,False,False,True,False,9,True,True,False,True,True,True,False
Cynoclept: The Game,8,Action,True,0.99,24,45,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Lily's Night Off,18,Adventure,False,3.99,35,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Forgotten Land,6,Action,False,0.99,51,31,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
ALONE?,14,Action,True,2.99,100,43,False,Zero,False,True,False,True,False,1,True,False,False,False,False,False,False
弾幕アマノジャク 〜 Impossible Spell Card.,0,Action,False,10.99,51,10,False,Zero,False,False,False,True,True,2,True,False,False,False,False,False,False
Immersion Pack - Europa Universalis IV: Third Rome,0,Strategy,False,9.99,195,43,False,Zero,True,True,False,False,True,4,True,False,False,True,False,True,False
The Albatross,7,Action,False,1.99,14,21,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Tunnel Rats,0,Action,False,19.99,26,34,False,Zero,False,False,False,False,False,2,True,False,False,False,False,False,False
Stonekeep,0,Action,False,9.99,29,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Super Bomberman R,32,Action,False,39.99,108,49,False,Zero,True,False,True,True,False,13,True,True,True,True,True,True,False
Dispatcher,10,Action,False,3.99,601,49,False,Zero,True,True,False,False,False,2,True,False,True,False,False,False,False
Star Rangers™ XE,47,Action,False,11.99,115,33,False,Zero,True,True,True,False,False,1,True,False,False,False,False,False,False
Project of the Developer,0,Action,False,0.99,10,20,False,Zero,False,True,False,False,False,2,True,False,True,False,False,False,False
missed messages - Fan Pack,0,Casual,False,4.99,20,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Dead Alliance™,44,Action,False,24.99,57,29,False,Zero,True,False,True,True,False,6,True,False,False,True,True,True,False
"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",0,Adventure,False,1.02,21,47,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
VRtender,5,Action,False,0.99,11,27,False,Zero,False,False,False,False,True,1,True,False,False,False,False,False,False
March to Glory,0,Strategy,False,19.99,19,42,False,Zero,True,False,True,False,False,5,True,False,True,True,False,True,False
Cannons Lasers Rockets,6,Action,False,0.0,533,24,True,Zero,True,False,False,False,False,2,True,False,True,False,False,False,False
GUILTY GEAR,13,Action,False,9.99,11,10,False,Zero,True,False,False,True,False,5,True,True,False,False,False,False,False
Shadow Uprising,0,Action,False,19.99,13,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
City Z,21,Action,False,3.99,11,27,False,Zero,False,True,False,True,False,3,True,False,False,True,False,False,False
INSECT HAZARD,0,Action,True,5.99,13,38,False,Zero,False,False,False,False,False,2,True,False,False,False,False,False,False
Marvel vs. Capcom: Infinite - Character Pass,0,Action,False,29.99,13,23,False,Zero,True,False,True,True,False,14,True,True,True,True,True,True,False
Bootombaa,4765,Action,False,0.99,89,39,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Dark Parables: Ballad of Rapunzel Collector's Edition,0,Adventure,False,9.99,10,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Age of Heroes (VR),0,Action,False,29.99,35,34,False,Zero,True,False,True,False,False,2,True,True,False,False,False,False,False
The Sea Between,22,RPG,False,4.99,12,10,False,Zero,False,False,False,True,True,1,True,False,False,False,False,False,False
Blade Tutorial: 3Ds Max 2017 and Substance Painter 2,0,Action,False,11.99,15,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Ambre - Original Soundtrack,0,Casual,False,0.0,11,10,True,Zero,False,False,False,False,False,2,True,False,False,False,False,False,False
Control Craft 2,6,Action,False,2.99,45,40,False,Zero,False,True,False,False,False,7,True,True,True,True,False,True,False
Lanternium,9,Adventure,False,9.99,14,10,False,Zero,False,False,False,True,True,10,True,True,True,True,True,True,False
Tomb Joe,3,Action,False,0.99,16,43,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Armored Gear,16,Action,False,3.99,54,46,False,Zero,True,True,False,True,False,1,True,False,False,False,False,False,False
Space Impact Glitch,16,Action,False,3.99,61,47,False,Zero,False,True,False,True,True,3,True,True,True,False,False,False,False
Jump Like A Pirate,0,Action,False,3.99,39,48,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Bombinator,44,Action,False,0.0,96,33,True,Zero,True,False,True,True,False,1,True,False,False,False,False,False,False
Way of Hero,0,Action,False,0.99,49,42,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Soldiers Of Freedom,0,Action,False,19.99,15,20,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Devil May Cry 5 - Devil May Cry 5 Original Soundtrack,0,Action,True,19.99,44,10,False,Zero,True,True,True,True,True,12,True,True,True,True,True,True,False
The Stalin Subway: Red Veil,0,Action,False,2.99,369,46,False,Zero,False,True,False,False,False,2,True,False,True,False,False,False,False
DEVIL GUNS,109,Action,False,3.99,28,42,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Tower of Lust,50,Action,True,0.99,69,24,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Dead Rising 4 - Season Pass,0,Action,False,9.99,23,43,False,Zero,True,True,True,True,False,12,True,True,True,True,True,True,False
Hollow,27,Action,False,19.99,174,38,False,Zero,False,False,False,True,False,10,True,False,True,True,True,True,False
Sword Art Online: Fatal Bullet - Ambush of the Imposters,0,Action,False,9.99,108,42,False,Zero,True,False,True,True,True,11,True,True,True,True,True,True,False
NitroRage,0,Action,False,4.99,34,38,False,Zero,True,False,True,False,False,14,True,False,True,True,True,False,False
Affliction,0,Action,False,4.99,21,47,False,Zero,False,True,False,True,False,1,True,False,False,False,False,False,False
365 Days,33,Action,False,9.99,21,28,False,Zero,False,True,False,True,False,1,True,False,False,False,False,False,False
Gothic 3: Forsaken Gods Enhanced Edition,0,RPG,False,9.99,410,45,False,Zero,False,False,False,False,False,7,True,False,True,True,False,True,False
Skyfall,0,Action,False,3.99,16,25,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Collection - Europa Universalis IV: Ultimate Music Pack,0,Strategy,False,19.99,16,43,False,Zero,True,True,False,False,True,4,True,False,False,True,False,True,False
Sea Smackdown,0,Action,False,0.0,12,10,True,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Air Combat,5,Action,False,0.99,12,41,False,Zero,False,False,False,False,False,18,True,True,True,True,False,True,False
Dual Blades,0,Action,False,6.99,10,10,False,Zero,True,False,True,True,True,3,True,False,False,False,True,False,False
Insectophobia : Episode 1,9,Action,False,0.99,17,35,False,Zero,False,False,False,False,False,17,True,True,True,True,False,True,False
Tom Clancy’s Ghost Recon® Wildlands - Season Pass Year 1,0,Action,False,39.99,469,32,False,Zero,True,True,False,True,False,15,True,True,True,True,True,True,False
DragonWingsVR,7,Action,False,9.99,10,20,False,Zero,False,True,False,True,True,1,True,False,False,False,False,False,False
Warfront Defenders: Westerplatte,0,Action,False,4.99,15,40,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Indie Friends Pack,0,Casual,False,2.99,14,10,False,Zero,True,True,True,True,False,18,True,True,True,True,True,True,False
Locomotion,22,Casual,False,9.99,15,10,False,Zero,False,False,False,True,True,1,True,False,False,False,False,False,False
Global Adventures,0,Action,False,0.0,168,38,True,Zero,True,True,True,False,False,1,True,False,False,False,False,False,False
PhysDrive,6,Action,False,0.99,50,38,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Incursion The Thing,67,Action,False,4.99,18,38,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Star Drifter,0,Action,False,0.99,81,41,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
NightZ,0,Action,False,0.99,86,27,False,Zero,True,True,False,False,False,1,True,False,False,False,False,False,False
Please,9,Action,False,2.99,14,28,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
Wolfenstein II: The Freedom Chronicles - Episode 3,0,Action,True,9.99,41,34,False,Zero,False,False,False,True,True,10,True,True,True,True,True,False,False
No Way Out,0,Action,False,0.99,58,44,False,Zero,False,True,False,True,True,1,True,False,False,False,False,False,False
Dying Light 3D Printer Models,0,Action,False,0.0,21,10,True,Zero,True,True,False,True,True,9,True,False,True,True,True,True,False
尸如潮水,0,Action,True,2.99,13,38,False,Zero,False,False,False,False,False,2,True,True,False,False,False,False,False
Imperatum,33,Action,False,19.99,12,25,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
The Last Hope: Atomic Bomb - Crypto War,0,Action,False,1.99,19,42,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Ragnarok RE:START,0,Action,False,0.0,187,37,True,Zero,True,False,True,False,False,1,True,False,False,False,False,False,False
Paths Taken,4,Casual,False,0.0,10,10,True,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
HellAngel,12,Action,False,0.99,32,46,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
新仙剑奇侠传 单机版(Chinese Paladin：Sword and Fairy),32,RPG,False,4.99,538,40,False,Zero,False,True,False,True,True,3,True,True,False,False,False,False,False
Avaris 2: The Return of the Empress,20,Action,False,7.99,31,45,False,Zero,False,True,False,True,False,2,True,False,False,False,False,False,False
Conqueror's Blade - Immortal Warlord Collector's Pack,0,Action,False,24.99,46,36,False,Zero,True,False,True,False,False,4,True,False,False,True,False,True,False
Sleight,0,Action,False,0.99,51,41,False,Zero,False,True,False,False,False,2,True,False,True,False,False,False,False
Invasion,0,Action,False,3.99,70,47,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Lord of the click,20,Action,False,1.99,29,37,False,Zero,False,False,False,False,False,2,True,False,True,False,False,False,False
Deus Ex: Mankind Divided™ DLC - Tactical Pack,0,Action,False,4.99,20,40,False,Zero,False,True,False,True,True,8,True,False,True,True,True,True,False
VALENS,0,Action,False,7.99,11,27,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
V.L.A.D.i.K,0,Action,True,6.99,133,49,False,Zero,False,False,False,False,False,2,True,False,True,False,False,False,False
Orc Hunter VR,0,Action,False,0.0,15,33,True,Zero,False,False,True,False,False,1,True,False,False,False,False,False,False
Beyond The Destiny,4,Action,False,0.0,17,23,True,Zero,True,False,False,False,False,1,True,False,False,False,False,False,False
Medieval Playground,0,Action,False,4.99,14,28,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Swords and Sandals Medieval,0,Adventure,False,6.99,13,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
MechDefender,18,Action,False,4.99,10,40,False,Zero,False,True,False,True,False,4,True,False,True,False,True,False,False
Call to 10,0,Action,False,1.99,29,37,False,Zero,False,True,False,False,False,3,True,False,True,False,False,False,False
Robot Wants It All,52,Action,False,19.99,16,10,False,Zero,False,False,False,True,True,1,True,False,False,False,False,False,False
Paladins - Season Pass 2019,0,Action,False,39.99,65,35,False,Zero,True,True,True,True,False,8,True,False,True,True,True,True,False
WWII Online,0,Action,False,0.0,2298,40,True,Zero,True,False,True,False,False,6,True,True,False,True,False,True,False
Dead Purge: Outbreak,30,Action,False,14.99,45,37,False,Zero,False,False,False,True,True,1,True,False,False,False,False,False,False
Kaiju Big Battel: Fighto Fantasy,0,RPG,False,0.0,10,10,True,Zero,False,True,False,True,False,1,True,False,False,False,False,False,False
"Creature Clicker - Capture, Train, Ascend!",480,Action,False,1.99,91,48,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
The CheckPoint Series,0,Action,False,4.99,20,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Dark Parables: Rise of the Snow Queen Collector's Edition,0,Adventure,False,9.99,10,10,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Yeti Adventure,8,Action,False,0.99,52,42,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Just Death,0,Action,False,14.99,26,38,False,Zero,True,True,False,True,True,1,True,False,False,False,False,False,False
HALUNAZI,0,Action,False,0.99,11,45,False,Zero,False,True,False,True,False,1,True,False,False,False,False,False,False
Johnny Graves—The Unchosen One,33,Action,False,4.99,10,30,False,Zero,False,False,False,False,False,3,True,False,True,False,False,True,False
Edge of Hearts,0,Action,False,1.99,13,46,False,Zero,False,True,False,False,False,2,True,False,True,False,False,False,False
Yellow: The Yellow Artifact,0,Action,False,0.99,56,42,False,Zero,False,True,False,False,True,1,True,False,False,False,False,False,False
Narcissu 10th Anniversary Soundtrack,0,Casual,False,9.99,10,10,False,Zero,False,False,False,False,False,2,True,False,False,False,False,False,False
Hero Battle,0,Action,False,6.99,25,36,False,Zero,True,True,False,True,False,2,True,True,False,False,False,False,False
Spacelords,32,Action,True,0.0,2469,49,True,Zero,True,True,True,True,True,7,True,False,True,True,True,True,False
Plastic Playground,0,Action,False,0.0,150,32,True,Zero,True,False,False,True,False,1,True,False,False,False,False,False,False
Soma Spirits: Rebalance,17,RPG,False,2.99,20,10,False,Zero,False,True,False,True,False,1,True,False,False,False,False,False,False
1943 Megami Strike,1,Action,False,8.99,58,31,False,Zero,True,True,False,False,False,3,True,False,False,False,False,False,False
Random Journey,0,Action,False,1.99,46,34,False,Zero,False,True,False,False,False,7,True,False,True,True,False,True,False
Power of Defense,26,Strategy,False,9.99,23,30,False,Zero,True,False,False,False,False,1,True,False,False,False,False,False,False
Naval Legends,0,Action,False,0.0,11,10,True,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Red Planet: Survive,0,Action,False,14.99,15,26,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Leveron Space,12,Action,False,0.99,12,25,False,Zero,False,False,False,False,False,2,True,True,False,False,False,False,False
軒轅劍外傳穹之扉音樂精選集(Sound Collection of Xuan-Yuan Sword EX：The Gate of Firmament),0,RPG,False,1.39,38,10,False,Zero,False,False,False,True,True,4,True,True,False,False,False,False,False
Elite vs. Freedom,33,Action,False,4.99,49,22,False,Zero,True,True,True,True,True,15,True,True,True,True,True,True,False
Wicked Witches,2,Action,False,9.99,11,36,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
Direct Hit: Missile War,18,Strategy,False,9.99,16,25,False,Zero,False,True,False,False,False,3,True,False,True,False,False,True,False
A Butterfly in the District of Dreams,0,Casual,False,9.99,10,10,False,Zero,False,True,False,False,False,2,True,False,False,False,False,False,False
Balloonatics,0,Action,False,9.99,12,10,False,Zero,True,False,True,True,True,1,True,False,False,False,False,False,False
Alone in the Dark: Illumination™,20,Action,False,19.99,150,23,False,Zero,True,True,False,False,False,5,True,False,False,True,False,True,False
In The Ember 余烬之中,10,RPG,False,0.99,12,10,False,Zero,False,False,False,False,True,2,True,True,False,False,False,False,False
Blonde Driver,995,Action,False,0.99,43,46,False,Zero,False,False,False,False,True,1,True,False,False,False,False,False,False
SpellKnights,28,Action,False,0.0,71,39,True,Zero,True,True,True,False,False,1,True,False,False,False,False,False,False
Godus Wars,0,Strategy,False,14.99,390,17,False,Zero,False,False,False,True,True,1,True,False,False,False,False,False,False
XLR,0,Action,False,4.99,18,27,False,Zero,True,False,False,False,False,1,True,False,False,False,False,False,False
Zombie Apocalypse: Escape The Undead City,0,Action,False,0.99,44,36,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Revelation Online - Free Steam Welcome Pack,0,RPG,False,0.0,12,10,True,Zero,True,False,True,False,False,1,True,False,False,False,False,False,False
Tricky Towers - Gem Bricks,0,Casual,False,0.99,10,10,False,Zero,True,True,True,True,False,18,True,True,True,True,True,True,False
Pillars of Eternity II: Deadfire - Beard and Hair Pack,0,RPG,True,0.0,20,10,True,Zero,False,True,False,False,True,9,True,True,True,True,True,True,False
Tricky Towers - Candy Bricks,0,Casual,False,0.99,10,10,False,Zero,True,True,True,True,False,18,True,True,True,True,True,True,False
Tom Clancy's The Division™ - Frontline Outfits Pack,0,Action,False,4.99,401,34,False,Zero,True,True,False,False,False,19,True,True,True,True,True,True,False
Paintball 707,0,Action,False,4.99,47,44,False,Zero,True,False,True,False,False,6,True,False,True,True,False,True,False
TOS - Second Anniversary Present,0,RPG,False,0.0,14,10,True,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
Heckpoint,12,Action,False,9.99,14,10,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
Minotaur Arcade Volume 1,21,Action,False,12.99,24,10,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
AI Dummy,0,Action,False,1.99,27,40,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Deformers,23,Action,False,0.0,66,31,True,Zero,True,False,True,True,False,6,True,False,False,True,True,True,False
Duo,30,Casual,False,1.99,13,10,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Pantropy,0,Action,False,19.99,140,45,False,Zero,True,False,True,False,False,1,True,False,False,False,False,False,False
Overcooked - The Lost Morsel,0,Action,False,4.99,104,49,False,Zero,True,True,False,True,True,5,True,False,False,True,False,True,False
Worst Case Z,0,Action,True,12.99,10,30,False,Zero,False,True,False,False,False,2,True,False,False,False,False,True,False
Hero Quest: Tower Conflict,0,Action,False,0.99,111,26,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Monster Castle,42,Strategy,False,0.0,41,36,True,Zero,True,False,False,False,False,13,True,True,True,True,False,True,False
Race & Destroy,0,Action,False,1.99,11,27,False,Zero,False,True,False,False,False,2,True,False,False,False,False,False,False
Knight Adventure,0,Action,False,0.99,43,37,False,Zero,False,True,False,False,False,4,True,False,True,True,True,False,False
Bike Rush,10,Action,False,9.99,34,47,False,Zero,False,False,False,True,True,6,True,False,True,True,False,True,False
NEKOPARA Vol. 3 - Theme Song,0,Casual,False,9.99,38,10,False,Zero,False,False,False,False,False,2,True,False,False,False,False,False,False
Lucah: Born of a Dream,29,Action,False,19.99,104,10,False,Zero,False,True,False,True,False,1,True,False,False,False,False,False,False
Battle royale simulator,0,Action,True,0.0,13,30,True,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Metaverse,0,Action,False,19.99,64,39,False,Zero,True,False,False,True,False,1,True,False,False,False,False,False,False
METAL SLUG XX,34,Action,False,19.99,172,49,False,Zero,True,False,False,True,False,5,True,False,False,True,False,True,False
Kingdom City Drowning Episode 1 - The Champion,0,Action,False,4.99,12,33,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
D'LIRIUM Soundtrack,0,Action,False,0.99,18,10,False,Zero,False,False,False,False,False,2,True,False,True,False,False,False,False
The Murder Room VR,0,Action,False,10.99,12,41,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Tom Clancy's The Division™ - Last Stand,0,Action,False,14.99,296,33,False,Zero,True,True,False,False,False,19,True,True,True,True,True,True,False
Space Hero Line,0,Casual,False,0.99,15,40,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Magazine Editor,10,Action,False,0.99,56,37,False,Zero,False,True,False,False,False,2,True,False,True,False,False,False,False
Legena: Union Tides,16,RPG,False,0.0,11,10,True,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
Rozkol,0,Action,False,3.99,43,46,False,Zero,False,True,False,False,False,3,True,False,True,False,False,False,False
The Fog,0,Action,False,9.99,10,20,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
Perceptions of the Dead 2,9,Adventure,False,7.99,21,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Posable Heroes,0,Action,False,14.99,10,10,False,Zero,False,False,False,False,False,2,True,False,True,False,False,False,False
Quiet Sleep,0,Action,False,2.99,14,21,False,Zero,True,False,False,False,False,2,True,False,True,False,False,False,False
Reformers(变革者),23,RPG,False,9.99,12,10,False,Zero,True,False,True,True,True,2,True,True,False,False,False,False,False
HyperParasite,55,Action,True,10.99,25,10,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
Lone Warrior,0,Action,True,0.99,77,48,False,Zero,False,True,False,False,False,2,True,False,True,False,False,False,False
Arctic Fleet,15,Strategy,False,8.99,17,47,False,Zero,False,False,False,False,False,4,True,True,True,False,False,True,False
Minimized II,0,Action,False,3.99,11,45,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
ルナティックドーン レジェンドパック,0,RPG,False,34.99,10,10,False,Zero,False,False,False,False,False,2,True,False,False,False,False,False,False
REVERSE SIDE,11,Action,False,13.99,87,39,False,Zero,False,False,False,False,False,2,True,False,True,False,False,False,False
Tiestru,0,Action,False,9.99,14,28,False,Zero,False,False,False,False,False,2,True,False,False,False,False,False,False
Pixel Royale,0,Action,True,4.99,10,30,False,Zero,True,False,True,False,False,1,True,False,False,False,False,False,False
Coin Crypt: Sea and Sky Expansion,0,RPG,False,4.99,13,10,False,Zero,False,True,False,True,False,1,True,False,False,False,False,False,False
Blue Sheep,0,Action,False,1.99,17,35,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
Warp Glider,6,Action,False,0.99,20,10,False,Zero,True,False,False,True,False,1,True,False,False,False,False,False,False
Old School FOTD,0,Action,False,0.99,37,40,False,Zero,False,False,False,False,False,2,True,False,True,False,False,False,False
Spectre,0,Strategy,False,4.99,21,28,False,Zero,True,False,False,True,False,1,True,False,False,False,False,False,False
Dark Maze,0,Action,False,0.99,11,45,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Kings,0,Strategy,False,0.99,15,33,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Corpo Tale,0,RPG,False,4.99,11,10,False,Zero,False,True,False,False,False,2,True,False,False,False,False,False,False
Chill Out,6,Action,False,0.99,13,30,False,Zero,False,False,False,True,False,14,True,True,True,False,False,True,False
Total War: THRONES OF BRITANNIA - Rise and Fall of the Anglo-Saxons,0,Action,True,0.0,31,10,True,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Castle Werewolf 3D,0,Action,False,3.99,50,48,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Guild Wars Trilogy,0,RPG,False,29.99,27,10,False,Zero,True,False,False,False,False,9,True,False,True,True,False,True,False
Saints Row IV: The Executive Privilege Pack,0,Action,True,1.99,125,47,False,Zero,False,True,False,True,True,5,True,False,False,True,False,True,False
Salvaged,45,Action,False,12.99,13,38,False,Zero,False,True,False,True,True,1,True,False,False,False,False,False,False
SkyTime,24,Action,False,0.99,63,49,False,Zero,False,True,False,True,False,1,True,False,False,False,False,False,False
NTBSS: Master Character Training Pack - Orochimaru,0,Action,False,3.99,10,20,False,Zero,True,False,True,True,False,12,True,True,True,True,True,True,False
The Janitor,6,Action,False,0.99,25,20,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Catan Universe,21,Strategy,False,0.0,1233,38,True,Zero,True,True,True,False,False,5,True,False,False,True,False,True,False
Other Tanks,0,Action,False,1.99,39,46,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
Heroes of SoulCraft - Arcade MOBA,17,Action,False,0.0,484,39,True,Zero,True,False,False,True,False,6,True,False,True,True,False,True,False
CHAOS - In the Darkness,0,Action,False,7.99,27,33,False,Zero,True,False,False,False,False,1,True,False,False,False,False,False,False
Starion Tactics,24,Action,False,9.99,44,27,False,Zero,True,True,False,False,False,1,True,False,False,False,False,False,False
Northern Regime,11,Action,False,10.99,18,38,False,Zero,False,False,False,False,False,4,True,False,True,False,False,True,False
Kingdom Come: Deliverance – The Amorous Adventures of Bold Sir Hans Capon,0,Action,True,5.99,405,42,False,Zero,False,True,False,True,True,9,True,True,True,True,False,True,False
Hell`s Little Story,0,Action,False,2.99,25,48,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
King of Bali,9,Adventure,True,1.99,134,43,False,Zero,False,True,False,False,False,5,True,True,True,False,True,True,False
A Crashlands Story: Dev Diary,0,Action,False,3.99,26,10,False,Zero,False,True,False,False,False,1,True,False,False,False,False,False,False
The House in Fata Morgana: A Requiem for Innocence,10,Adventure,False,14.99,83,10,False,Zero,False,False,False,False,True,2,True,False,False,False,False,False,False
Stellaris: Infinite Frontiers (eBook),0,Strategy,False,6.99,24,45,False,Zero,True,False,False,False,True,1,True,False,False,False,False,False,False
Cyberdrifter,11,Action,False,11.99,11,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Idle Heist,19,Action,False,0.0,227,25,True,Zero,False,False,False,False,True,1,True,False,False,False,False,False,False
RYAN BLACK,15,Action,False,2.99,19,36,False,Zero,False,True,False,True,True,1,True,False,False,False,False,False,False
Making of Furi,0,Action,False,0.0,14,10,True,Zero,False,False,False,False,False,2,True,False,False,False,False,False,False
OCEAN CITY RACING: Redux,0,Action,False,2.99,457,33,False,Zero,False,False,False,True,False,1,True,False,False,False,False,False,False
The End is Nigh - Soundtrack,0,Action,False,4.99,11,10,False,Zero,False,False,False,True,True,1,True,False,False,False,False,False,False
Huntsman: The Orphanage (Halloween Edition),0,Action,False,8.99,47,38,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Villagers,18,Strategy,False,19.99,196,40,False,Zero,False,True,False,False,True,6,True,False,True,True,False,True,False
Poly Towns,10,Strategy,False,4.99,23,47,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
PRESim,0,Strategy,False,8.99,10,40,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Euro Truck Simulator 2 - Estonian Paint Jobs Pack,0,Simulation,False,0.99,30,10,False,Zero,False,True,False,True,False,24,True,True,True,True,True,True,False
Euro Truck Simulator 2 - Lithuanian Paint Jobs Pack,0,Simulation,False,0.99,26,10,False,Zero,False,True,False,True,False,24,True,True,True,True,True,True,False
Caveblazers Together,0,Action,False,0.0,14,10,True,Zero,True,False,True,True,False,7,True,True,True,True,False,True,False
You're Not Special,10,Adventure,False,11.99,10,10,False,Zero,False,False,False,False,False,1,True,False,False,False,False,False,False
Infinos Gaiden,0,Action,False,10.99,40,10,False,Zero,False,False,False,True,False,2,True,False,False,False,False,False,False
Modern Combat 5,54,Action,True,0.0,1473,42,True,Zero,True,False,True,False,False,14,True,True,True,True,True,True,False
Underworld Ascendant,45,Action,False,29.99,372,41,False,Zero,False,True,False,True,False,8,True,True,True,True,False,True,False
MMA Team Manager,36,Action,False,29.99,21,47,False,Zero,False,False,False,False,False,5,True,False,False,True,False,True,False
Reboant - Endless Dawn,11,Action,False,7.99,22,31,False,Zero,False,False,False,False,False,2,True,True,False,False,False,False,False
Army General,25,Strategy,False,19.99,21,42,False,Zero,False,True,False,False,False,2,True,False,False,False,False,True,False
Enforcer: Police Crime Action,0,Action,False,19.99,1525,47,False,Zero,False,True,False,False,False,6,True,False,False,True,True,True,False
Digger Online,0,Action,False,9.99,485,35,False,Zero,True,False,False,False,False,2,True,False,True,False,False,False,False
Snail Bob 2: Tiny Troubles,27,Action,False,4.99,62,10,False,Zero,False,True,False,False,False,16,True,True,True,True,True,True,False
Train Sim World®: Northeast Corridor New York,0,Simulation,False,29.99,173,47,False,Zero,False,False,False,True,False,8,True,True,True,True,False,True,False
Dusk 12,0,Action,False,3.99,98,44,False,Zero,False,True,False,False,False,2,True,False,True,False,False,False,False
Vietcong,0,Action,False,4.99,21,4,False,Zero,False,False,False,False,False,6,True,False,True,False,False,True,False
Defense Task Force - Sci Fi Tower Defense,0,Strategy,False,9.99,20,45,False,Zero,False,False,False,False,True,6,True,False,False,True,True,True,False
Train Simulator: CSX SD80MAC Loco Add-On,0,Simulation,False,19.99,14,42,False,Zero,False,True,False,True,True,2,True,False,False,False,False,True,False
XIII Century – Gold Edition,0,Strategy,False,4.99,64,43,False,Zero,True,False,False,False,True,4,True,False,True,True,False,False,False
